label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12
3	381 m/(s^2)	0.6432	Computer Engineering	Biotechnology	Chris	0.8892	-15	1.1375	1420	Fabrice	0.6354 N	San Diego	0.8423
1	422 m/(s^2)	1.1311	Electrical Engineering	Statistics	Michael	1.3828	1025	1.0855	40	Eriq	0.9193 N	San Bernardino	0.9876
1	939 m/(s^2)	1.1461	Human Computer Interaction	Computer Game Design	Vani	0.573	821	1.0947	-15	MICHAEL	0.6335 N	San Bernardino	0.756
3	303 m/(s^2)	0.9134	Statistics	Biotechnology	Chris	0.9519	113	0.4519	1334	Tony	1.1789 N	San Diego, San Francisco	0.2344
2	1025 m/(s^2)	0.1259	Games and Playable Media	Computer Science	Eriq	1.2654	671	1.1663	347	Andrew	1.2859 N	Irvine	1.1342
5	966 m/(s^2)	0.7908	Technology and Information Management	Games and Playable Media, Electrical Engineering, Bioengineering	Sam	0.4902	467	1.0966	1165	Lise	0.4268 N	Fremont, Chula Vista	1.1972
2	1108 m/(s^2)	1.0466	Natural Language Processing	Computer Science	Lise	0.8734	829	0.868	1655	Andrew	0.9891 N	Irvine	0.8001
5	1351 m/(s^2)	1.2195	Data Science	Games and Playable Media	Tony	0.548	462	0.7656	1362	Lise	-0.1638 N	Fremont	1.3393
0	1163 m/(s^2)	0.6977	Electrical Engineering	Robotics Engineering	Andrew	0.645	199	1.0889	1036	Sam	1.1331 N	Stockton	0.3843
3	669 m/(s^2)	0.7559	Bioengineering	Bioinformatics		0.9767	-185	1.3692	727	Lise	0.6311 N	San Diego	0.6895
0	839 m/(s^2)	0.8991	Computer Game Design	Robotics Engineering	Andrew	0.3901	305	0.5737	1323	Sam	0.9359 N	Riverside	0.4587
1	1015 m/(s^2)	0.7472	Human Computer Interaction	Statistics	Vani	0.9091	1056	?	403	Michael	0.238 N	San Jose, Oakland	1.2235
3	304 m/(s^2)	0.4195	Bioinformatics	Biotechnology	Chris	0.666	-21	1.1413	906	Tony	0.4729 N	Bakersfield	0.1475
0	692 m/(s^2)	1.2163	Computer Engineering	Robotics Engineering	Andrew	N/A	-14	0.7623	115	Sam	0.3553 N	Santa Ana	?
2	1087 m/(s^2)	1.039	Applied Mathematics	Computer Science	Eriq	1.2109	554	1.1867	940	Andrew	0.9888 N	Long Beach	0.6347
0	?	0.5767	Human Computer Interaction	Robotics Engineering	Michael	0.3633	275	0.912	1201	Sam	1.0718 N	Stockton, Santa Ana	0.3723
5	1077 m/(s^2)	1.0495	Computer Game Design	Electrical Engineering	Tony	0.355	316	0.8666	1352	Lise	0.0436 N	Fresno, Chula Vista	0.7416
3	521 m/(s^2)	0.5304	Bioinformatics	Bioinformatics	Chris	1.0639	80	1.265	881	Tony	1.0215 N	San Francisco	1.0165
4	949 m/(s^2)	0.1252	Games and Playable Media	Natural Language Processing	Reilly	0.9601	622	1.4655	997	Eriq	0.8948 N	Sacramento, Los Angeles	1.3583
0	844 m/(s^2)	0.6431	Electrical Engineering	Computational Media	Chris	0.8498	221	0.9422	707	SAM	0.8855 N	Santa Ana, Stockton	0.2219
4	110 m/(s^2)	0.4465	Electrical Engineering	Computer Engineering	Lise	1.2671	810	1.2521	642	Eriq	1.1746 N	Los Angeles, Moreno Valley	0.391
2	547 m/(s^2)	1.3231	Natural Language Processing	Computer Science	Eriq	1.1769	697	0.7169	1387	Andrew	0.8205 N	Stockton, Santa Ana	1.1217
3	488 m/(s^2)	0.1604	Computer Science	Bioinformatics	Chris	0.706	159	0.8988	712	Tony	0.5617 N	Santa Ana, Stockton	0.5474
1	561 m/(s^2)	0.7444	Human Computer Interaction	Computer Game Design	Vani	1.0356	1222	1.0894	332	Chris	0.7352 N	Oakland	0.141
3	497 m/(s^2)	0.4313	Computer Science	Bioinformatics	Chris	1.2794	342	0.9679	341	Tony	1.0115 N	San Francisco	0.9652
0	596 m/(s^2)	0.9346	Electrical Engineering	Robotics Engineering	Andrew	0.5553	379	0.6136	573	Inan	1.2577 N	Stockton, Santa Ana	0.6433
2	1008 m/(s^2)	1.0461	Applied Mathematics	Computer Science	Eriq	0.7364	658	1.1363	1166	Reilly	None	iRVINE	0.8892
4	105 m/(s^2)	0.2641	Games and Playable Media	Bioinformatics	Andrew	1.1879	1111	1.6402	?	Chris	1.2244 N	Santa Clarita, Anaheim, Los Angeles	0.5632
5	375 m/(s^2)	0.4035	Computational Media	Human Computer Interaction, Games and Playable Media		0.5801	475	1.326	1009	Lise	0.516 N	Fresno	1.0827
5	594 m/(s^2)	1.1477	Technology and Information Management	Applied Mathematics, Electrical Engineering, Bioengineering, Games and Playable Media	Inan	0.6927	183	0.4556	1357	Lise	0.3817 N	Fresno, Fremont	0.8685
2	1299 m/(s^2)	1.0012	Applied Mathematics	Data Science	Fabrice	0.7161	1040	0.9251	966	Vani	0.9081 N	Long Beach	1.0708
0	1242 m/(s^2)	0.8831	Bioengineering	Computational Media	Michael	0.9076	179	0.7852	1064	Inan	1.2198 N	Stockton	0.2112
2	1032 m/(s^2)	1.121	Natural Language Processing	Computer Science	Eriq	0.9918	850	1.0854	225	Andrew	1.0173 N	Long Beach	0.8929
2	705 m/(s^2)	1.1527	Natural Language Processing	Computer Science	Eriq	1.019	1006	1.1768	1018	Andrew	0.9002 N	bakersfield	0.4542
2	591 m/(s^2)	0.7616	Bioengineering	Computer Science	Eriq	1.0285	803	0.7095	734	Andrew	0.9306 N	Irvine	1.0254
3	420 m/(s^2)	0.4518	Statistics	BIOINFORMATICS	Chris	0.813	108	1.5672	885	Tony	0.6007 N	Bakersfield, San Francisco	0.5089
1	984 m/(s^2)	1.0411	Human Computer Interaction	Statistics	Vani	0.7228	561	0.8581	924	Chris	1.0369 N	San Bernardino, Oakland, Modesto	0.516
4	620 m/(s^2)	0.321	Computer Game Design	Natural Language Processing	Reilly	1.0253	488	0.7173	986	Vani	1.3172 N	Sacramento, Santa Clarita	1.2692
2	1133 m/(s^2)	?	Applied Mathematics	Computer Science	Eriq	1.339	1029	0.9703	982	Andrew	1.2136 N	Long Beach	1.037
1	580 m/(s^2)	0.6076	Human Computer Interaction	Computer Game Design	Chris	0.9409	721	1.4744	275	Chris	0.5666 N	Oakland, San Bernardino	1.6874
1	486 m/(s^2)	0.9502	Computer Engineering	Applied Mathematics, Technology and Information Management, Games and Playable Media, Electrical Engineering	Vani	1.119	931	0.5419	-3	Eriq	0.8059 N	San Jose	0.9312
4	1011 m/(s^2)	-0.3305	Computer Game Design	Computer Engineering	Reilly	1.2108	1138	1.1394	1211	Eriq	1.0689 N	Santa Clarita	0.8136
5	1000 m/(s^2)	1.0948	Robotics Engineering	Applied Mathematics, Bioengineering, Technology and Information Management, Human Computer Interaction, Games and Playable Media	Tony	0.7296	681	0.218	766	Lise	0.4137 N	Fresno	0.389
4	582 m/(s^2)	0.266	Computer Game Design	computer engineering	cHRIS	1.3567	527	0.8218	1145	Reilly	0.9819 N	Sacramento	0.4902
5	1085 m/(s^2)	0.7179	computational media	Bioengineering	Inan	0.4128	220	0.9289	801	Lise	0.442 N	Chula Vista	0.4708
0	1073 m/(s^2)	1.2713	Electrical Engineering	Robotics Engineering	Michael	1.2748	368	0.7842	874	Inan	0.9926 N	Stockton, Riverside	0.1668
2	1078 m/(s^2)	1.008	Applied Mathematics	Computer Science	Vani	0.5625	661	0.8274	895	Michael	1.3513 N	Irvine	0.6025
1	974 m/(s^2)	1.1134	Biotechnology	Statistics	Vani	1.354	739	0.4546	480	Lise	0.8094 N	San Bernardino, Modesto	0.8255
3	588 m/(s^2)	0.0872	Bioinformatics	Bioinformatics	Chris	0.8539	119	1.4355	786	Tony	1.0539 N	San Diego	0.772
3	408 m/(s^2)	0.9584	Bioinformatics	Bioinformatics	CHRIS	0.8742	-42	1.3867	1485	Fabrice	0.8953 N	San Diego, San Francisco	0.9035
3	332 m/(s^2)	0.8977	Bioengineering	Natural Language Processing	Chris	0.8479	291	0.963	745	Chris	0.4243 N	Bakersfield	N/A
4	833 m/(s^2)	-0.181	Games and Playable Media	Computer Engineering	Lise	1.1242	952	0.699	1099	?	1.621 N	Los Angeles, Sacramento	1.1036
2	512 m/(s^2)	0.7907	Applied Mathematics	cOMPUTER sCIENCE	Fabrice	0.8648	1267	1.0453	901	Andrew	0.7533 N	Long Beach	0.7495
4	734 m/(s^2)	-0.1859	Computer Game Design	Computer Engineering	Lise	1.332	597	0.7382	630	Vani	0.7056 N	anaheim, los angeles, sacramento, santa clarita	0.6476
3	539 m/(s^2)	0.1285	Computer Science	Bioinformatics	Chris	0.4438	406	0.8697	1168	Tony	1.0126 N	San Francisco, San Diego	1.151
0	764 m/(s^2)	1.4159	Electrical Engineering	Robotics Engineering	Michael	0.8378	360	0.39	833	Inan	0.4081 N	Santa Ana, Stockton	0.5849
1	975 m/(s^2)	0.6804	Human Computer Interaction	Computer Game Design	Vani	1.2008	1122	1.4671	-166	Chris	1.049 N	anaheim	0.477
3	415 m/(s^2)	0.4071	Natural Language Processing	Bioinformatics	Chris	0.9635	557	0.1503	615	Fabrice	1.0022 N	San Diego, San Francisco	0.2946
2	932 m/(s^2)	1.4103	nATURAL lANGUAGE pROCESSING	Computer Science	Fabrice	1.2737	774	0.9194	999	Lise	1.0703 N	Long Beach	1.0638
1	624 m/(s^2)	1.355	Human Computer Interaction	Statistics	Vani	0.7362	1245	0.7499	941	Michael	1.271 N	San Bernardino, Modesto, Oakland	0.3173
0	1097 m/(s^2)	1.079	electrical engineering	Robotics Engineering	Michael	1.6632	-106	0.792	1039	Sam	0.8727 N	Stockton	0.1048
1	748 m/(s^2)	1.0425	Biotechnology	Computer Game Design	Vani	1.0712	612	0.9849	55	Chris	1.0803 N	san bernardino	0.6109
1	676 m/(s^2)	1.1166	Biotechnology	Computer Game Design	Lise	1.2972	430	1.0059	887	Sam	0.9977 N	San Bernardino, San Jose, Modesto	0.7428
5	1217 m/(s^2)	0.8534	Technology and Information Management	Applied Mathematics, Electrical Engineering, Human Computer Interaction, Bioengineering	Reilly	0.4461	421	-0.2094	1046	Lise	?	Chula Vista, Fremont	0.5588
1	798 m/(s^2)	1.3636	Human Computer Interaction	sTATISTICS	Vani	0.9547	1020	0.9646	477	Michael	1.154 N	San Jose, San Bernardino, Modesto	1.2511
3	438 m/(s^2)	0.8563	Computer Science	Bioinformatics	Chris	1.1839	486	1.1177	1259	Fabrice	0.8554 N	San Francisco	0.0207
1	797 m/(s^2)	0.822	Biotechnology	Computer Game Design	Vani	0.9131	1038	1.1089	616	Fabrice	1.1195 N	Modesto	0.767
5	1147 m/(s^2)	0.7357	Computational Media	Electrical Engineering	Tony	0.2775	843	1.0651	1094	Vani	0.4748 N	Fremont, Fresno	1.1462
3	189 m/(s^2)	0.6582	Statistics	Bioinformatics	Vani	0.4522	154	0.6519	719	Tony	1.145 N	San Francisco	0.5771
1	581 m/(s^2)	1.1588	Natural Language Processing	Computer Game Design	Vani	0.9411	1210	1.3288	-56	Michael	1.1181 N	San Bernardino, Oakland	1.456
2	1024 m/(s^2)	1.1655	Applied Mathematics	Biotechnology	Eriq	0.5822	638	0.7836	883	Andrew	0.6851 N	Irvine	0.9231
0	1415 m/(s^2)	0.5256	Data Science	Robotics Engineering	Andrew	1.3028	14	1.3616	545	Inan	0.9511 N	Riverside, Santa Ana	0.6177
1	1124 m/(s^2)	0.766	Human Computer Interaction	Computer Game Design	Vani	1.4069	817	0.9762	723	Michael	1.1216 N	San Bernardino	1.0697
1	1336 m/(s^2)	1.2445	Biotechnology	Applied Mathematics, Technology and Information Management, Bioengineering	Vani	0.8166	956	0.9585	410	Michael	0.8636 N	Modesto	1.1456
2	651 m/(s^2)	1.0011	Natural Language Processing	Computer Science	Fabrice	1.7825	683	0.4552	629	aNDREW	1.1058 N	Irvine	0.8627
5	720 m/(s^2)	0.9554	Technology and Information Management	Bioengineering, Technology and Information Management, Applied Mathematics	vANI	0.3845	609	0.5788	829	Lise	0.5338 N	Fremont, Chula Vista	0.7323
3	328 m/(s^2)	0.814	Electrical Engineering	Biotechnology	Chris	1.1093	157	0.6735	772	Tony	0.8343 N	San Diego	0.6974
0	1096 m/(s^2)	1.551	Electrical Engineering	Computational Media	Andrew	0.9211	614	0.6533	910	Sam	0.9708 N	Santa Ana, Stockton	-0.1077
5	1241 m/(s^2)	1.0574	Technology and Information Management	Technology and Information Management, Electrical Engineering, Applied Mathematics	Inan	0.5245	161	0.4024	396	Lise	0.4503 N	Fremont	0.7664
3	395 m/(s^2)	0.4626	Computer Science	Bioinformatics	Chris	1.0497	-4	0.4884	895	Fabrice	0.8888 N	San Francisco, Bakersfield	1.2521
0	1340 m/(s^2)	1.1524	Electrical Engineering	Computational Media	Michael	1.2918	542	0.6921	495	Sam	0.6315 N	Riverside, Santa Ana	0.5514
1	979 m/(s^2)	0.8318	Electrical Engineering	Computer Game Design	Vani	0.7267	821	0.7397	366	chris	1.0628 N	Irvine	0.6863
2	625 m/(s^2)	1.3555	aPPLIED mATHEMATICS	Computer Science	Eriq	0.6075	568	1.1403	930	aNDREW	0.7924 N	Long Beach	0.9153
5	972 m/(s^2)	1.2376	COMPUTATIONAL MEDIA	Data Science	Inan	0.3153	523	-0.1705	825	Lise	0.5459 N	Fresno	0.7401
1	1485 m/(s^2)	1.3717	Human Computer Interaction	Computer Game Design	Vani	0.6601	1131	1.3476	732	Michael	1.062 N	Modesto, Oakland, San Bernardino	0.9339
0	1193 m/(s^2)	0.8069	Electrical Engineering	Biotechnology	Michael	1.1261	187	0.7458	749	Sam	0.6044 N	Stockton, Riverside	-0.112
2	1069 m/(s^2)	0.9423	Bioengineering	Computer Science	Fabrice	1.058	1170	1.3506	817	Andrew	1.0695 N	Long Beach	0.7336
4	473 m/(s^2)	0.4475	Games and Playable Media	Natural Language Processing	Reilly	0.8394	1128	0.6288	835	Tony	1.162 N	Santa Clarita, Moreno Valley, Anaheim	1.0564
1	1016 m/(s^2)	0.6218	Computational Media	Statistics	fABRICE	1.2802	1102	1.0061	294	Chris	0.6542 N	San Jose, Oakland, Modesto	0.7118
2	1036 m/(s^2)	1.3468	Electrical Engineering	Data Science	Fabrice	0.5341	712	1.1955	903	Andrew	1.401 N	Long Beach	1.1876
3	629 m/(s^2)	0.6108	Computer Science	Bioinformatics	Chris	0.9171	227	0.5886	854	Fabrice	0.6499 N	Bakersfield, San Diego	0.5249
2	675 m/(s^2)	0.9412	Applied Mathematics	Data Science	Eriq	0.8523	1291	1.1114	1360	Andrew	1.1565 N	Long Beach	1.1853
0	986 m/(s^2)	1.7538	Electrical Engineering	Natural Language Processing	Michael	0.6546	22	1.5141	1255	Inan	1.5627 N	Santa Ana	0.4223
0	956 m/(s^2)	1.4449	Electrical Engineering	Robotics Engineering	Andrew	1.0115	100	0.8188	835	Sam	1.0616 N	Stockton, Riverside	0.2433
2	1387 m/(s^2)	0.7116	Bioinformatics	Data Science	Eriq	1.0718	935	1.2037	1164	Andrew	1.4558 N	Irvine	0.5766
5	742 m/(s^2)	0.5933	Computational Media	Technology and Information Management, Human Computer Interaction, Bioengineering, Applied Mathematics	Inan	0.2314	248	0.2936	822	Chris	0.1105 N	Chula Vista	0.9716
5	1035 m/(s^2)	0.9338	Robotics Engineering	Applied Mathematics, Bioengineering	Tony	0.1926	489	0.6464	958	Lise	0.2155 N	Chula Vista	0.5698
5	514 m/(s^2)	1.3693	Technology and Information Management	Technology and Information Management, Bioengineering, Games and Playable Media, Electrical Engineering, Applied Mathematics	Sam	0.3845	-134	0.2584	1729	Lise	-0.071 N	Fresno, Chula Vista	0.8156
4	506 m/(s^2)	0.5945	Games and Playable Media	Bioengineering	Reilly	0.9366	1226	1.1883	991	Fabrice	1.144 N	San Diego	0.7839
3	103 m/(s^2)	0.7206	Computer Engineering	Biotechnology	Chris	0.5364	227	1.1719	991	Tony	1.0777 N	Bakersfield, San Diego	0.7965
3	240 m/(s^2)	0.1588	Computer Engineering	BIOINFORMATICS	Chris	1.0104	-448	0.5706	1263	Fabrice	1.0944 N	SAN FRANCISCO, BAKERSFIELD	0.4888
5	833 m/(s^2)	1.3844	Technology and Information Management	Games and Playable Media	Inan	0.6408	307	0.058	956	Lise	0.3481 N	Fremont	0.896
3	297 m/(s^2)	1.113	Bioinformatics	Biotechnology	Chris	0.6924	142	0.9656	998	Tony	0.6405 N	San Francisco, Bakersfield	0.7487
0	1100 m/(s^2)	0.6204	Electrical Engineering	Computational Media	Andrew	0.9968	-20	0.958	1176	Inan	1.3632 N	Riverside, Stockton	0.1889
5	1165 m/(s^2)	1.1034	Data Science	Biotechnology	Tony	-0.1783	441	0.7914	1225	Andrew	0.3419 N	Chula Vista, Fremont	0.2979
0	1275 m/(s^2)	0.8759	Electrical Engineering	Robotics Engineering	Michael	1.1967	163	0.7832	313	Sam	0.9017 N	Santa Ana, Riverside	-0.0662
2	828 m/(s^2)	0.9149	Applied Mathematics	Computer Science	Fabrice	0.3801	595	1.4366	1225	Andrew	0.9905 N	Long Beach	0.8589
0	845 m/(s^2)	1.2425	electrical engineering	Robotics Engineering	Andrew	0.91	497	1.4223	1209	Inan	1.0068 N	Riverside, Stockton	0.1857
2	1158 m/(s^2)	1.2372	Natural Language Processing	Computer Science	Fabrice	1.0975	761	0.6278	1189	Andrew	1.1496 N	Irvine	1.4576
5	859 m/(s^2)	1.2903	N/A	Games and Playable Media, Applied Mathematics, Human Computer Interaction, Electrical Engineering	Sam	0.9431	757	0.4312	771	Lise	0.3961 N	Fresno	-0.031
2	1023 m/(s^2)	0.8507	Applied Mathematics	Data Science	Eriq	1.2632	1064	1.2313	795	Andrew	1.4323 N	iRVINE	0.8963
3	143 m/(s^2)	0.0425	Biotechnology	Computer Science	Chris	0.673	78	0.4343	937	tONY	0.1429 N	San Diego	0.3098
5	?	0.857	Robotics Engineering	Technology and Information Management	Inan	-0.0242	159	0.4947	706	Lise	0.2179 N	FRESNO, CHULA VISTA	0.8075
4	1065 m/(s^2)	-0.2668	n/a	Natural Language Processing	Reilly	0.6348	849	1.2163	931	Vani	1.9847 N	Sacramento, Los Angeles, Anaheim, Moreno Valley	None
4	720 m/(s^2)	0.4564	Games and Playable Media	Natural Language Processing	Lise	1.2701	1193	0.9514	695	Eriq	1.1126 N	Moreno Valley, Anaheim, Sacramento, Santa Clarita	1.0521
3	313 m/(s^2)	0.6407	Bioengineering	bIOTECHNOLOGY	Chris	1.2893	22	0.8982	760	Fabrice	0.3858 N	San Diego	
2	1085 m/(s^2)	0.634	Applied Mathematics	Computer Science	n/a	0.6901	821	0.9	773	Chris	0.7137 N	Long Beach	1.398
0	702 m/(s^2)	0.9083	Biotechnology	Computational Media	Michael	0.632	-2	0.8187	1590	Inan	1.1212 N	Stockton	-0.0423
3	728 m/(s^2)	1.2626	Statistics	Biotechnology	Chris	1.0936	n/a	1.0334	1501	Fabrice	0.5238 N	San Francisco, Bakersfield	1.191
4	648 m/(s^2)	-0.509	Games and Playable Media	Computer Engineering	Reilly	1.1949	733	0.4633	1283	Vani	1.1126 N	Santa Clarita	1.1533
2	796 m/(s^2)	1.3144	Natural Language Processing	Data Science	Fabrice	0.7936	813	0.9457	1144	Andrew	1.1923 N	Irvine	0.596
4	812 m/(s^2)	0.1658	Computer Game Design	Computer Engineering	Reilly	1.2896	1091	1.0336	690	Vani	0.7852 N	Stockton, Santa Ana	0.7565
2	728 m/(s^2)	1.0399	Natural Language Processing	Data Science	Eriq	0.8583	778	1.1666	1091	Andrew	1.2242 N	Long Beach	1.0826
2	774 m/(s^2)	1.0162		Computer Science	Eriq	0.7129	934	0.652	1131	Andrew	0.8007 N	Long Beach	1.2304
4	322 m/(s^2)	-0.3448	Computer Game Design	Bioinformatics	Reilly	1.011	822	0.7753	580	Eriq	0.9079 N	SANTA CLARITA, ANAHEIM, MORENO VALLEY	0.8024
4	406 m/(s^2)	-0.3517	Computer Game Design	Computer Engineering	Lise	1.1571	938	1.1591	1196	Vani	1.5294 N	Los Angeles, Anaheim, Moreno Valley, Santa Clarita	1.2146
4	570 m/(s^2)	0.1568	Games and Playable Media	Natural Language Processing	Lise	1.1231	1185	1.1687	643	Eriq	0.7699 N	Anaheim, Sacramento, Los Angeles	0.7547
0	1197 m/(s^2)	1.1881	Electrical Engineering	Robotics Engineering	Michael	1.0204	285	1.0208	825	Andrew	1.4858 N	Stockton, Santa Ana	0.2502
2	805 m/(s^2)	0.8993	Natural Language Processing	Computer Science	Fabrice	0.8588	872	1.4095	1038	Andrew	0.4675 N	Long Beach	1.2941
3	361 m/(s^2)	0.2965	Statistics	Biotechnology	Chris	0.7662	511	1.8207	1221	Tony	0.1881 N	San Diego	0.9272
0	971 m/(s^2)	1.3496	Computer Engineering	Computational Media	Michael	0.7076	404	0.6591	575	Lise	0.8077 N	N/A	0.3647
3	143 m/(s^2)	0.3091	Bioengineering	Bioinformatics	Chris	1.1211	-18	0.0696	1080	Andrew	0.6055 N	San Diego, Bakersfield	0.571
5	865 m/(s^2)	1.0734	Robotics Engineering	Applied Mathematics, Bioengineering, Human Computer Interaction	Tony	0.6094	578	0.3281	1222	lise		Fresno, Fremont	0.8379
2	928 m/(s^2)	1.4866	Applied Mathematics	Computer Science	Fabrice	0.3472	712	0.9805	773	Andrew	0.5862 N	Long Beach	1.4732
1	1194 m/(s^2)	0.9007	Human Computer Interaction	Robotics Engineering	VANI	0.8786	1238	1.1343	-243	Tony	0.8259 N	San Bernardino, San Jose, Oakland	1.1262
3	395 m/(s^2)	0.4377	Computer Science	Bioinformatics	Chris	0.9746	179	1.0704	1284	Fabrice	1.1435 N	Bakersfield, San Diego	0.5695
3	320 m/(s^2)	0.3525	Electrical Engineering	Bioinformatics	Chris	1.431	-154	0.5906	987	Tony	1.0282 N	San Diego	0.7151
1	680 m/(s^2)	1.168	Computer Game Design	Computer Game Design	Vani	1.1601	1287	0.8416	381	Michael	1.0464 N	San Jose	1.5248
0	672 m/(s^2)	0.7906	Applied Mathematics	Robotics Engineering	Michael	0.6819	192	1.2995	917	Sam	0.8156 N	Fresno	0.7757
1	836 m/(s^2)	1.1504	Biotechnology	Computer Game Design	Vani	1.1579	1184	1.1667	530	Andrew	0.9193 N	San Jose	0.7959
4	351 m/(s^2)	-0.4362	Games and Playable Media	Computer Engineering	Fabrice	1.1929	990	0.934	577	Vani	0.9346 N	Santa Clarita, Anaheim	0.4643
5	1015 m/(s^2)	0.9837	Robotics Engineering	Applied Mathematics, Human Computer Interaction, Games and Playable Media	Inan	-0.1811	541	0.1738	1018	lISE	0.6629 N	Chula Vista, Fresno	1.5001
1	447 m/(s^2)	1.0449	Biotechnology	Computer Game Design	Vani	0.7135	1123	0.6538	91	Chris	0.9143 N	Oakland, Modesto	0.4769
4	148 m/(s^2)	-0.0158	Computer Game Design	Natural Language Processing	Lise	1.4111	942	0.8302	1229	Eriq	0.4545 N	Sacramento, Santa Clarita	0.3564
3	550 m/(s^2)	0.4142	Bioengineering	Biotechnology	Chris	1.2921	551	1.2322	860	Tony	0.1256 N	San Diego, San Francisco	0.4501
3	366 m/(s^2)	0.7795	Computer Engineering	Bioinformatics	Chris	0.6328	99	1.5576	707	Fabrice	0.8869 N	San Diego	1.0711
2	995 m/(s^2)	1.2274	Natural Language Processing	data science	Fabrice	1.5807	454	0.6856	689	Andrew	1.3127 N	Long Beach	0.6485
2	884 m/(s^2)	1.2184	Applied Mathematics	Data Science	Fabrice	0.9448	556	0.7886	1329	Eriq	0.9105 N	Irvine	0.7129
2	777 m/(s^2)	1.3675	aPPLIED mATHEMATICS	Data Science	Eriq	1.5632	1018	0.7591	1247	Chris	1.2805 N	Irvine	1.2576
2	775 m/(s^2)	1.3733	Natural Language Processing	Computer Science	Chris	0.9669	816	1.0908	763	Andrew	0.8959 N	Irvine	1.2061
5	1038 m/(s^2)	0.7399	Technology and Information Management	Games and Playable Media, Electrical Engineering	Inan	None	85	0.7373	926	Lise	0.1275 N	Fremont, Chula Vista	1.078
1	766 m/(s^2)	1.3209	Human Computer Interaction	Computer Game Design	Vani	0.627	942	0.6805	479	Michael	0.9818 N	San Jose, San Bernardino, Oakland	0.575
3	396 m/(s^2)	0.8194	Computer Game Design	Bioinformatics	Chris	0.7378	62	1.2596	1341	Tony	0.6227 N	San Diego, Bakersfield	0.4944
2	1323 m/(s^2)	1.0456	Natural Language Processing	Computer Science	Fabrice	0.968	1244	1.0052	892	aNDREW	0.9242 N		1.3163
4	705 m/(s^2)	-0.5685	Games and Playable Media	Computer Engineering	Lise	1.1194	900	1.3712	723	Vani	1.7159 N	Moreno Valley, Los Angeles, Santa Clarita	0.2179
0	1143 m/(s^2)	0.9674	Electrical Engineering	Robotics Engineering	Andrew	1.2818	140	0.8989	393	Sam	1.0055 N	Stockton	0.6798
1	847 m/(s^2)	1.5776	None	Computer Game Design	Vani	1.0966	939	1.4565	896	aNDREW	0.8271 N	SAN BERNARDINO, SAN JOSE, MODESTO	0.6518
4	880 m/(s^2)	0.0186	Games and Playable Media	Computer Engineering	Reilly	1.0603	861	0.8452	845	Vani	0.7825 N	Moreno Valley	0.6941
0	1231 m/(s^2)	0.6705	Electrical Engineering	Computational Media	mICHAEL	0.5156	401	1.0233	514	Sam	0.5789 N	Riverside, Stockton	0.633
5	1369 m/(s^2)	1.1623	Technology and Information Management	Technology and Information Management	Sam	0.4389	866	0.5648	1408	Lise	0.4259 N	Fremont	0.9762
2	1639 m/(s^2)	1.0651	Computer Game Design	Computer Science	Chris	1.5028	669	0.8719	867	Andrew	0.742 N	Long Beach	0.5689
5	1007 m/(s^2)	1.6006	Robotics Engineering	Technology and Information Management, Games and Playable Media, Human Computer Interaction, Applied Mathematics	Chris	0.1848	234	0.323	442	Lise	0.5663 N	Chula Vista, Fremont	0.6808
1	808 m/(s^2)	0.6001	Human Computer Interaction	Computer Game Design	Vani	1.4119	1154	0.6824	80	Chris	0.8334 N	Oakland, San Jose	0.8577
0	746 m/(s^2)	1.2916	Electrical Engineering	Computational Media	Michael	0.852	1	0.767	582	Inan	1.1104 N	sTOCKTON, rIVERSIDE	0.8181
3	303 m/(s^2)	0.567	Computer Engineering	Bioinformatics	Vani	1.1614	182	1.0673	1163	Vani	0.7166 N	San Diego, San Francisco	0.4204
1	216 m/(s^2)	1.2274	Human Computer Interaction		Vani	0.8387	1024	0.8224	313	Chris	1.0348 N	San Bernardino	0.8274
0	1531 m/(s^2)	1.0106	Electrical Engineering	Robotics Engineering	Michael	0.8567	421	1.2434	942	Inan	0.8218 N	Santa Ana, Stockton	0.9862
5	818 m/(s^2)	0.937	Data Science	Human Computer Interaction, Electrical Engineering, Bioengineering, Games and Playable Media	Inan	0.8103	278	0.3521	1215	Lise	0.6214 N	Fresno, Chula Vista	1.1816
1	707 m/(s^2)	1.1324	Biotechnology	Statistics	Vani	1.5524	1037	1.2082	283	Michael	0.4876 N	San Bernardino, San Jose, Oakland	0.8695
4	384 m/(s^2)	-0.0791	Games and Playable Media	Natural Language Processing	Lise	0.8808	782	0.8649	561	Vani	0.9104 N	Los Angeles, Santa Clarita, Anaheim	0.4649
0	638 m/(s^2)	1.0354	Natural Language Processing	Computer Engineering	Michael	1.2288	117	1.5184	848	Sam	1.2881 N	Stockton	0.5711
2	856 m/(s^2)	1.1779	Natural Language Processing	Data Science	Eriq	0.9205	655	1.192	824	Andrew	0.6606 N	Irvine	1.0802
2	1184 m/(s^2)	1.6292	Applied Mathematics	Computer Game Design	Eriq	1.1917	1011	1.3012	1486	Lise	1.1654 N	Irvine	1.132
5	1189 m/(s^2)	0.663	Technology and Information Management	Electrical Engineering, Bioengineering, Applied Mathematics, Human Computer Interaction, Technology and Information Management	Inan	0.1042	658	0.8212	1152	Lise	0.372 N	Fremont, Fresno	0.6928
